#   M	    K	    N	    v3.3	  no_tma	 dev_tma	host_tma
 3840	 3072	 3072	0.163601	0.134706	0.124755	0.120171
 3840	 3072	 3328	0.180093	0.140796	0.130668	0.125915
 3840	 3072	 3584	0.234279	0.183748	0.162584	0.158293
 3840	 3072	 3840	0.235958	0.180244	0.162583	0.159374
 3840	 3072	 4096	0.218654	0.180074	0.166170	0.165904
 4096	 3072	  256	0.023889	0.016733	0.017026	0.019745
 4096	 3072	  512	0.034527	0.028611	0.034143	0.024922
 4096	 3072	  768	0.048697	0.042443	0.036667	0.032908
 4096	 3072	 1024	0.059969	0.045562	0.040730	0.039489
 4096	 3072	 1280	0.089109	0.074155	0.078191	0.056642
 4096	 3072	 1536	0.095606	0.079460	0.076752	0.061879
 4096	 3072	 1792	0.116697	0.087767	0.078956	0.077907
 4096	 3072	 2048	0.110609	0.092645	0.082888	0.088430
 4096	 3072	 2304	0.156301	0.125955	0.116372	0.111006
 4096	 3072	 2560	0.163569	0.132877	0.119496	0.114416
 4096	 3072	 2816	0.163736	0.135428	0.121131	0.126128
 4096	 3072	 3072	0.173933	0.139023	0.125606	0.121458
 4096	 3072	 3328	0.213540	0.182912	0.161483	0.160530
 4096	 3072	 3584	0.215720	0.182294	0.164078	0.164787
 4096	 3072	 3840	0.229571	0.183797	0.166912	0.166217
 4096	 3072	 4096	0.224061	0.187953	0.171981	0.171723
  256	 3328	  256	0.013387	0.011494	0.011266	0.008006
  256	 3328	  512	0.013040	0.011655	0.011966	0.008047
  256	 3328	  768	0.016385	0.013343	0.012359	0.009205
  256	 3328	 1024	0.016442	0.013307	0.012673	0.009201
  256	 3328	 1280	0.017047	0.013487	0.013518	0.012339
  256	 3328	 1536	0.017198	0.013514	0.013779	0.013015
  256	 3328	 1792	0.017396	0.013586	0.013757	0.013909
  256	 3328	 2048	0.017064	0.013504	0.014011	0.014626
  256	 3328	 2304	0.022266	0.017013	0.015667	0.014687
  256	 3328	 2560	0.022069	0.016870	0.015021	0.014782
  256	 3328	 2816	0.022107	0.017065	0.015467	0.014577
  256	 3328	 3072	0.022273	0.017026	0.015627	0.014647
  256	 3328	 3328	0.022175	0.017101	0.015941	0.014912
  256	 3328	 3584	0.022627	0.017215	0.016080	0.015373
  256	 3328	 3840	0.022455	0.017197	0.016021	0.015447
  256	 3328	 4096	0.022409	0.017160	0.016246	0.015497
  512	 3328	  256	0.012967	0.011637	0.011815	0.008229
  512	 3328	  512	0.016500	0.013333	0.012744	0.009850
  512	 3328	  768	0.017347	0.013524	0.013593	0.014676
  512	 3328	 1024	0.017198	0.013645	0.014225	0.011794
  512	 3328	 1280	0.022306	0.016984	0.015403	0.016046
  512	 3328	 1536	0.022352	0.017201	0.016449	0.015551
  512	 3328	 1792	0.022678	0.017385	0.016092	0.016063
  512	 3328	 2048	0.022378	0.017810	0.016617	0.016423
  512	 3328	 2304	0.030036	0.026957	0.026917	0.020672
  512	 3328	 2560	0.029547	0.027341	0.027257	0.021027
  512	 3328	 2816	0.030088	0.027796	0.027355	0.020435
  512	 3328	 3072	0.030813	0.028445	0.031723	0.019614
  512	 3328	 3328	0.035171	0.026421	0.033658	0.020376
  512	 3328	 3584	0.035264	0.030388	0.035751	0.020952
  512	 3328	 3840	0.035630	0.031244	0.034305	0.021498
  512	 3328	 4096	0.037772	0.031033	0.041633	0.021941
  768	 3328	  256	0.017720	0.013356	0.012442	0.009698
  768	 3328	  512	0.017214	0.013402	0.014127	0.014693
  768	 3328	  768	0.022274	0.016668	0.014689	0.015241
  768	 3328	 1024	0.022121	0.016726	0.015339	0.015603
  768	 3328	 1280	0.022474	0.017071	0.017259	0.016575
  768	 3328	 1536	0.029505	0.026843	0.026358	0.020172
  768	 3328	 1792	0.030002	0.027306	0.028565	0.020193
  768	 3328	 2048	0.030144	0.027613	0.027951	0.019581
  768	 3328	 2304	0.033459	0.026742	0.034715	0.020993
  768	 3328	 2560	0.035247	0.027183	0.037923	0.021563
  768	 3328	 2816	0.035996	0.032405	0.036520	0.022410
  768	 3328	 3072	0.046160	0.042272	0.037529	0.030385
  768	 3328	 3328	0.050126	0.042354	0.037466	0.032488
  768	 3328	 3584	0.047584	0.043116	0.037956	0.032910
  768	 3328	 3840	0.050255	0.044013	0.039063	0.034475
  768	 3328	 4096	0.050157	0.043781	0.039678	0.034274
 1024	 3328	  256	0.018663	0.013808	0.012668	0.011021
 1024	 3328	  512	0.018002	0.013592	0.014235	0.011591
 1024	 3328	  768	0.022510	0.016946	0.015421	0.016001
 1024	 3328	 1024	0.022283	0.017143	0.016227	0.013432
 1024	 3328	 1280	0.029579	0.027214	0.028923	0.020431
 1024	 3328	 1536	0.031225	0.028825	0.027889	0.020166
 1024	 3328	 1792	0.033480	0.027185	0.035492	0.021436
 1024	 3328	 2048	0.036431	0.027798	0.026312	0.021760
 1024	 3328	 2304	0.045474	0.042979	0.036496	0.030892
 1024	 3328	 2560	0.048799	0.041978	0.037148	0.031103
 1024	 3328	 2816	0.054792	0.042619	0.038199	0.034372
 1024	 3328	 3072	0.052855	0.043950	0.039417	0.035813
 1024	 3328	 3328	0.059590	0.045174	0.040158	0.039457
 1024	 3328	 3584	0.060952	0.046772	0.041293	0.040193
 1024	 3328	 3840	0.062111	0.047965	0.043025	0.042114
 1024	 3328	 4096	0.056957	0.048426	0.043870	0.042658
 1280	 3328	  256	0.017436	0.012039	0.013601	0.014838
 1280	 3328	  512	0.022248	0.016560	0.014938	0.015370
 1280	 3328	  768	0.022543	0.017044	0.016550	0.016798
 1280	 3328	 1024	0.029499	0.027484	0.025740	0.020970
 1280	 3328	 1280	0.034548	0.026335	0.032350	0.021562
 1280	 3328	 1536	0.033938	0.026765	0.032232	0.021703
 1280	 3328	 1792	0.046209	0.042057	0.036601	0.030524
 1280	 3328	 2048	0.047287	0.042370	0.037502	0.030991
 1280	 3328	 2304	0.049374	0.043824	0.039033	0.036117
 1280	 3328	 2560	0.056452	0.044847	0.039883	0.038100
 1280	 3328	 2816	0.063230	0.046309	0.042057	0.037957
 1280	 3328	 3072	0.062368	0.048280	0.043018	0.042516
 1280	 3328	 3328	0.065637	0.049667	0.045404	0.043740
 1280	 3328	 3584	0.086515	0.079178	0.068083	0.057691
 1280	 3328	 3840	0.092586	0.081701	0.071100	0.060330
 1280	 3328	 4096	0.095129	0.082951	0.074543	0.061754
 1536	 3328	  256	0.017714	0.013626	0.013999	0.011684
 1536	 3328	  512	0.022459	0.016713	0.016701	0.016398
 1536	 3328	  768	0.029369	0.026992	0.026179	0.020771
 1536	 3328	 1024	0.030846	0.029277	0.029471	0.019508
 1536	 3328	 1280	0.035011	0.030774	0.032875	0.024518
 1536	 3328	 1536	0.045255	0.042433	0.036968	0.030789
 1536	 3328	 1792	0.047261	0.042908	0.037492	0.036330
 1536	 3328	 2048	0.050401	0.043615	0.040038	0.036107
 1536	 3328	 2304	0.062829	0.045493	0.041465	0.037142
 1536	 3328	 2560	0.060137	0.048184	0.042508	0.040504
 1536	 3328	 2816	0.059255	0.049200	0.044998	0.040795
 1536	 3328	 3072	0.087754	0.079436	0.068381	0.057037
 1536	 3328	 3328	0.095900	0.080373	0.073059	0.060708
 1536	 3328	 3584	0.099383	0.083329	0.073319	0.060318
 1536	 3328	 3840	0.107675	0.086284	0.080062	0.063603
 1536	 3328	 4096	0.107771	0.089436	0.081856	0.066365
 1792	 3328	  256	0.017812	0.013564	0.014132	0.011883
 1792	 3328	  512	0.022611	0.016794	0.016174	0.016250
 1792	 3328	  768	0.030058	0.028149	0.030078	0.021366
 1792	 3328	 1024	0.033888	0.029373	0.036345	0.022749
 1792	 3328	 1280	0.045240	0.041922	0.036810	0.030510
 1792	 3328	 1536	0.048410	0.042901	0.038443	0.033500
 1792	 3328	 1792	0.051084	0.044937	0.040473	0.035788
 1792	 3328	 2048	0.057641	0.047208	0.041818	0.039474
 1792	 3328	 2304	0.066250	0.048606	0.042074	0.042039
 1792	 3328	 2560	0.085916	0.078725	0.068727	0.056270
 1792	 3328	 2816	0.095607	0.080262	0.073977	0.059769
 1792	 3328	 3072	0.097177	0.081591	0.076547	0.061682
 1792	 3328	 3328	0.106964	0.084161	0.080860	0.063960
 1792	 3328	 3584	0.106223	0.088676	0.081356	0.066068
 1792	 3328	 3840	0.116331	0.093300	0.084587	0.081448
 1792	 3328	 4096	0.113651	0.095870	0.086267	0.085683
 2048	 3328	  256	0.017724	0.013503	0.014576	0.017973
 2048	 3328	  512	0.022773	0.017109	0.017115	0.019654
 2048	 3328	  768	0.031673	0.028920	0.031818	0.021014
 2048	 3328	 1024	0.035689	0.031532	0.035708	0.022480
 2048	 3328	 1280	0.046487	0.042635	0.037389	0.031367
 2048	 3328	 1536	0.053093	0.044165	0.039238	0.036079
 2048	 3328	 1792	0.057350	0.046259	0.042180	0.039704
 2048	 3328	 2048	0.072106	0.047826	0.044371	0.042834
 2048	 3328	 2304	0.089117	0.079358	0.076410	0.056602
 2048	 3328	 2560	0.096558	0.081106	0.080227	0.061337
 2048	 3328	 2816	0.102055	0.082931	0.088150	0.061199
 2048	 3328	 3072	0.103022	0.084118	0.081461	0.066559
 2048	 3328	 3328	0.115175	0.091668	0.083629	0.079112
 2048	 3328	 3584	0.117583	0.095558	0.086442	0.085053
 2048	 3328	 3840	0.120485	0.097888	0.089457	0.090671
 2048	 3328	 4096	0.125283	0.098344	0.089953	0.094440
 2304	 3328	  256	0.023290	0.017667	0.015474	0.015777
 2304	 3328	  512	0.029323	0.027161	0.026419	0.019947
 2304	 3328	  768	0.034605	0.029461	0.034069	0.022239
 2304	 3328	 1024	0.045400	0.042428	0.037006	0.030668
 2304	 3328	 1280	0.049764	0.043798	0.039354	0.034329
 2304	 3328	 1536	0.056900	0.046480	0.041589	0.037953
 2304	 3328	 1792	0.064496	0.048821	0.043697	0.042143
 2304	 3328	 2048	0.095608	0.079589	0.072928	0.056792
 2304	 3328	 2304	0.099554	0.081665	0.083014	0.061744
 2304	 3328	 2560	0.104159	0.085431	0.080680	0.063411
 2304	 3328	 2816	0.112927	0.089537	0.083358	0.065092
 2304	 3328	 3072	0.116325	0.094511	0.082842	0.081889
 2304	 3328	 3328	0.119171	0.095115	0.088680	0.087167
 2304	 3328	 3584	0.116410	0.099478	0.090363	0.093141
 2304	 3328	 3840	0.162157	0.137009	0.121400	0.111458
 2304	 3328	 4096	0.167919	0.138739	0.125163	0.118728
 2560	 3328	  256	0.023005	0.017433	0.015047	0.015849
 2560	 3328	  512	0.030506	0.028372	0.027733	0.021131
 2560	 3328	  768	0.035923	0.030215	0.035124	0.022809
 2560	 3328	 1024	0.046696	0.042770	0.037866	0.032495
 2560	 3328	 1280	0.059446	0.045128	0.040390	0.038543
 2560	 3328	 1536	0.062791	0.046984	0.042035	0.041605
 2560	 3328	 1792	0.086107	0.079529	0.069124	0.056957
 2560	 3328	 2048	0.104055	0.081209	0.079066	0.061065
 2560	 3328	 2304	0.103374	0.085933	0.080547	0.064441
 2560	 3328	 2560	0.118286	0.091908	0.082358	0.080454
 2560	 3328	 2816	0.113870	0.092820	0.083281	0.083163
 2560	 3328	 3072	0.114964	0.095036	0.088931	0.089451
 2560	 3328	 3328	0.117777	0.100367	0.092716	0.096500
 2560	 3328	 3584	0.162186	0.137581	0.124580	0.117289
 2560	 3328	 3840	0.181230	0.140084	0.126683	0.122710
 2560	 3328	 4096	0.208022	0.141668	0.129510	0.129387
 2816	 3328	  256	0.024201	0.017611	0.015571	0.013515
 2816	 3328	  512	0.030964	0.027826	0.027832	0.019959
 2816	 3328	  768	0.036838	0.031973	0.033868	0.023097
 2816	 3328	 1024	0.050082	0.043655	0.039292	0.033625
 2816	 3328	 1280	0.056498	0.046657	0.042439	0.040679
 2816	 3328	 1536	0.066018	0.049815	0.045117	0.042062
 2816	 3328	 1792	0.095164	0.080314	0.079298	0.059372
 2816	 3328	 2048	0.102002	0.082994	0.082504	0.062833
 2816	 3328	 2304	0.103461	0.090502	0.082720	0.065993
 2816	 3328	 2560	0.113021	0.092851	0.084008	0.083238
 2816	 3328	 2816	0.118629	0.096395	0.086731	0.090858
 2816	 3328	 3072	0.119437	0.100280	0.090837	0.096467
 2816	 3328	 3328	0.166813	0.139227	0.125659	0.118590
 2816	 3328	 3584	0.199881	0.142590	0.127436	0.122483
 2816	 3328	 3840	0.176685	0.144249	0.130733	0.132013
 2816	 3328	 4096	0.187495	0.146143	0.134309	0.136101
 3072	 3328	  256	0.024106	0.017647	0.016329	0.017476
 3072	 3328	  512	0.032353	0.030112	0.030967	0.021612
 3072	 3328	  768	0.046464	0.042459	0.037694	0.032422
 3072	 3328	 1024	0.049741	0.045415	0.040470	0.036163
 3072	 3328	 1280	0.058954	0.048121	0.042476	0.042525
 3072	 3328	 1536	0.086310	0.079259	0.071077	0.057095
 3072	 3328	 1792	0.101330	0.081075	0.082866	0.063333
 3072	 3328	 2048	0.108412	0.085505	0.081142	0.066148
 3072	 3328	 2304	0.114842	0.093867	0.083868	0.082801
 3072	 3328	 2560	0.116498	0.095929	0.085937	0.088978
 3072	 3328	 2816	0.116561	0.100313	0.090156	0.096478
 3072	 3328	 3072	0.184414	0.138776	0.126022	0.117194
 3072	 3328	 3328	0.176699	0.141958	0.127896	0.122340
 3072	 3328	 3584	0.173741	0.145154	0.129510	0.123714
 3072	 3328	 3840	0.176419	0.147632	0.135004	0.132059
 3072	 3328	 4096	0.193454	0.149851	0.134713	0.144435
 3328	 3328	  256	0.023833	0.017776	0.016133	0.014411
 3328	 3328	  512	0.035819	0.029771	0.033015	0.022800
 3328	 3328	  768	0.048332	0.043248	0.038389	0.032530
 3328	 3328	 1024	0.056056	0.046527	0.041242	0.038376
 3328	 3328	 1280	0.063636	0.049267	0.045010	0.042973
 3328	 3328	 1536	0.092548	0.081265	0.080128	0.061463
 3328	 3328	 1792	0.103862	0.085229	0.080835	0.063190
 3328	 3328	 2048	0.114944	0.093476	0.082780	0.080651
 3328	 3328	 2304	0.118936	0.096572	0.087026	0.088002
 3328	 3328	 2560	0.122758	0.099496	0.089817	0.095756
 3328	 3328	 2816	0.170438	0.136985	0.125036	0.116815
 3328	 3328	 3072	0.186154	0.141283	0.128597	0.123398
 3328	 3328	 3328	0.179729	0.144121	0.131073	0.127685
 3328	 3328	 3584	0.178006	0.145884	0.135262	0.129873
 3328	 3328	 3840	0.183117	0.152230	0.135452	0.137307
 3328	 3328	 4096	0.249550	0.188462	0.171569	0.170034
 3584	 3328	  256	0.022949	0.018029	0.016772	0.019196
 3584	 3328	  512	0.035522	0.030726	0.035438	0.025223
 3584	 3328	  768	0.049695	0.043145	0.038434	0.034789
 3584	 3328	 1024	0.061209	0.047678	0.042280	0.038580
 3584	 3328	 1280	0.084573	0.078806	0.069811	0.056119
 3584	 3328	 1536	0.098474	0.083630	0.080790	0.061225
 3584	 3328	 1792	0.119105	0.086862	0.081820	0.065394
 3584	 3328	 2048	0.125530	0.093985	0.084212	0.086135
 3584	 3328	 2304	0.120166	0.099142	0.087446	0.094789
 3584	 3328	 2560	0.163356	0.137031	0.124212	0.114065
 3584	 3328	 2816	0.173071	0.141864	0.126113	0.122220
 3584	 3328	 3072	0.176633	0.145000	0.129807	0.126315
 3584	 3328	 3328	0.180156	0.148623	0.134632	0.132514
 3584	 3328	 3584	0.175597	0.152577	0.135765	0.141059
 3584	 3328	 3840	0.240678	0.198617	0.173189	0.173404
 3584	 3328	 4096	0.233792	0.198931	0.174338	0.177032
 3840	 3328	  256	0.025886	0.017922	0.016940	0.017472
 3840	 3328	  512	0.036845	0.030580	0.036072	0.024532
 3840	 3328	  768	0.051813	0.044745	0.039699	0.034446
 3840	 3328	 1024	0.062449	0.048934	0.043355	0.041884
 3840	 3328	 1280	0.091233	0.079751	0.076688	0.059909
 3840	 3328	 1536	0.105962	0.086368	0.080422	0.064907
 3840	 3328	 1792	0.121350	0.093863	0.083178	0.080739
 3840	 3328	 2048	0.118318	0.097436	0.087016	0.091733
 3840	 3328	 2304	0.158991	0.136037	0.120127	0.110291
 3840	 3328	 2560	0.179074	0.139981	0.126441	0.123791
 3840	 3328	 2816	0.171124	0.144076	0.127934	0.124450
 3840	 3328	 3072	0.174011	0.146064	0.132580	0.127136
 3840	 3328	 3328	0.179388	0.151541	0.137337	0.136336
 3840	 3328	 3584	0.239902	0.191959	0.172243	0.172364
 3840	 3328	 3840	0.249882	0.193669	0.176683	0.182649
 3840	 3328	 4096	0.237694	0.196492	0.180748	0.181855
 4096	 3328	  256	0.025266	0.018284	0.018327	0.019549
 4096	 3328	  512	0.037687	0.032545	0.037163	0.023248
 4096	 3328	  768	0.051612	0.045258	0.040373	0.036482
 4096	 3328	 1024	0.062883	0.049517	0.042964	0.043760
 4096	 3328	 1280	0.101799	0.081092	0.081019	0.061467
 4096	 3328	 1536	0.111892	0.086875	0.082033	0.067179
 4096	 3328	 1792	0.117316	0.095699	0.085352	0.084571
 4096	 3328	 2048	0.117634	0.097795	0.089023	0.093488
 4096	 3328	 2304	0.167040	0.137320	0.125862	0.119293
 4096	 3328	 2560	0.174309	0.143900	0.125755	0.129779
 4096	 3328	 2816	0.174843	0.143947	0.129203	0.127757
 4096	 3328	 3072	0.193794	0.150164	0.134612	0.133441
 4096	 3328	 3328	0.244106	0.198641	0.174036	0.165718
 4096	 3328	 3584	0.233744	0.201381	0.176008	0.177935
 4096	 3328	 3840	0.234103	0.197286	0.182262	0.182133
 4096	 3328	 4096	0.243225	0.196734	0.178747	0.184717
  256	 3584	  256	0.014468	0.012058	0.011767	0.008443
  256	 3584	  512	0.013812	0.012102	0.012325	0.008545
  256	 3584	  768	0.017378	0.013970	0.012865	0.010019
  256	 3584	 1024	0.017395	0.013988	0.013102	0.009651
  256	 3584	 1280	0.018097	0.013985	0.014291	0.013508
  256	 3584	 1536	0.018344	0.014092	0.014119	0.013887
  256	 3584	 1792	0.019002	0.014100	0.014781	0.014628
  256	 3584	 2048	0.018379	0.014088	0.014704	0.015585
  256	 3584	 2304	0.024129	0.017733	0.016182	0.015771
  256	 3584	 2560	0.023793	0.017665	0.016197	0.015832
  256	 3584	 2816	0.023956	0.017783	0.016338	0.015827
  256	 3584	 3072	0.024178	0.017808	0.016715	0.015956
  256	 3584	 3328	0.024000	0.017764	0.016733	0.016160
  256	 3584	 3584	0.024198	0.018333	0.016628	0.016538
  256	 3584	 3840	0.024204	0.018067	0.017502	0.016650
  256	 3584	 4096	0.024436	0.018095	0.017281	0.016721
  512	 3584	  256	0.013726	0.012114	0.012249	0.009216
  512	 3584	  512	0.016670	0.014004	0.013243	0.010481
  512	 3584	  768	0.018287	0.014117	0.014741	0.016614
  512	 3584	 1024	0.018154	0.014239	0.014958	0.012084
  512	 3584	 1280	0.023894	0.017684	0.016175	0.016998
  512	 3584	 1536	0.022670	0.018134	0.016668	0.016595
  512	 3584	 1792	0.024269	0.017953	0.017271	0.016840
  512	 3584	 2048	0.024418	0.018747	0.017375	0.017547
  512	 3584	 2304	0.031566	0.028770	0.027286	0.022225
  512	 3584	 2560	0.031683	0.029096	0.028498	0.022722
  512	 3584	 2816	0.032227	0.029294	0.028244	0.021860
  512	 3584	 3072	0.033949	0.029701	0.032266	0.021731
  512	 3584	 3328	0.037888	0.032026	0.036410	0.021961
  512	 3584	 3584	0.040275	0.033350	0.035848	0.022563
  512	 3584	 3840	0.039251	0.029823	0.038833	0.024019
  512	 3584	 4096	0.038825	0.035334	0.035583	0.024104
  768	 3584	  256	0.018192	0.014052	0.012873	0.010036
  768	 3584	  512	0.018168	0.014166	0.014866	0.015362
  768	 3584	  768	0.022646	0.017603	0.016430	0.016521
  768	 3584	 1024	0.024101	0.017593	0.016529	0.016741
  768	 3584	 1280	0.024261	0.017910	0.017328	0.017590
  768	 3584	 1536	0.031293	0.028806	0.028018	0.021526
  768	 3584	 1792	0.032138	0.029537	0.031539	0.021913
  768	 3584	 2048	0.033800	0.029501	0.029182	0.021684
  768	 3584	 2304	0.037945	0.028257	0.035944	0.022791
  768	 3584	 2560	0.038176	0.028760	0.038987	0.022886
  768	 3584	 2816	0.039835	0.030901	0.042538	0.024080
  768	 3584	 3072	0.051968	0.047262	0.039393	0.033962
  768	 3584	 3328	0.053709	0.045027	0.039903	0.035108
  768	 3584	 3584	0.054825	0.045676	0.041274	0.036178
  768	 3584	 3840	0.055423	0.046801	0.042746	0.037308
  768	 3584	 4096	0.053399	0.047557	0.042953	0.037736
 1024	 3584	  256	0.019327	0.014529	0.013190	0.010806
 1024	 3584	  512	0.018467	0.014210	0.015061	0.013673
 1024	 3584	  768	0.024428	0.017697	0.016798	0.016335
 1024	 3584	 1024	0.024792	0.018096	0.017877	0.013784
 1024	 3584	 1280	0.031736	0.030648	0.030258	0.022708
 1024	 3584	 1536	0.033697	0.030421	0.029419	0.021106
 1024	 3584	 1792	0.036731	0.028496	0.039185	0.022905
 1024	 3584	 2048	0.039928	0.029434	0.028566	0.027012
 1024	 3584	 2304	0.049403	0.044739	0.039198	0.032551
 1024	 3584	 2560	0.051931	0.045614	0.040652	0.034609
 1024	 3584	 2816	0.058778	0.046525	0.040311	0.035329
 1024	 3584	 3072	0.058891	0.048013	0.043126	0.038317
 1024	 3584	 3328	0.061177	0.048539	0.043396	0.042510
 1024	 3584	 3584	0.060235	0.049426	0.044954	0.044522
 1024	 3584	 3840	0.068017	0.050836	0.046440	0.045405
 1024	 3584	 4096	0.063318	0.052448	0.046551	0.046301
 1280	 3584	  256	0.018403	0.014119	0.014148	0.016416
 1280	 3584	  512	0.024193	0.017466	0.015566	0.016358
 1280	 3584	  768	0.024337	0.017964	0.017766	0.018152
 1280	 3584	 1024	0.031489	0.028856	0.029904	0.021918
 1280	 3584	 1280	0.034814	0.028115	0.034893	0.022737
 1280	 3584	 1536	0.037906	0.029367	0.028179	0.024477
 1280	 3584	 1792	0.048823	0.044919	0.039856	0.032482
 1280	 3584	 2048	0.051564	0.045639	0.040056	0.033836
 1280	 3584	 2304	0.054397	0.046762	0.041637	0.037111
 1280	 3584	 2560	0.060133	0.047836	0.043459	0.039214
 1280	 3584	 2816	0.060233	0.050359	0.043606	0.042648
 1280	 3584	 3072	0.070253	0.050830	0.046256	0.045253
 1280	 3584	 3328	0.066803	0.053054	0.047397	0.046212
 1280	 3584	 3584	0.094454	0.085546	0.072886	0.061816
 1280	 3584	 3840	0.097779	0.087243	0.075551	0.065693
 1280	 3584	 4096	0.105739	0.089133	0.079164	0.063235
 1536	 3584	  256	0.019811	0.014296	0.014852	0.018983
 1536	 3584	  512	0.024430	0.017792	0.017416	0.016675
 1536	 3584	  768	0.031319	0.028800	0.027691	0.022420
 1536	 3584	 1024	0.033215	0.032264	0.031155	0.021435
 1536	 3584	 1280	0.034009	0.032852	0.036249	0.024241
 1536	 3584	 1536	0.049319	0.044721	0.039398	0.032575
 1536	 3584	 1792	0.052842	0.046231	0.040286	0.037031
 1536	 3584	 2048	0.054790	0.047680	0.043000	0.039548
 1536	 3584	 2304	0.061666	0.049620	0.044148	0.041981
 1536	 3584	 2560	0.067656	0.051874	0.046214	0.042993
 1536	 3584	 2816	0.065907	0.053094	0.046824	0.046414
 1536	 3584	 3072	0.098239	0.085265	0.073758	0.061183
 1536	 3584	 3328	0.102086	0.086747	0.079467	0.065235
 1536	 3584	 3584	0.107471	0.088917	0.078346	0.065924
 1536	 3584	 3840	0.113475	0.090250	0.088665	0.069304
 1536	 3584	 4096	0.118785	0.094276	0.087533	0.071045
 1792	 3584	  256	0.019354	0.014317	0.014653	0.012537
 1792	 3584	  512	0.024497	0.017738	0.016831	0.019905
 1792	 3584	  768	0.032405	0.028844	0.030222	0.022951
 1792	 3584	 1024	0.037255	0.031788	0.038216	0.024872
 1792	 3584	 1280	0.048469	0.045146	0.039716	0.033809
 1792	 3584	 1536	0.052568	0.045718	0.039791	0.036987
 1792	 3584	 1792	0.056568	0.047305	0.043193	0.041202
 1792	 3584	 2048	0.061827	0.050217	0.044608	0.043553
 1792	 3584	 2304	0.061923	0.052055	0.046946	0.046249
 1792	 3584	 2560	0.095988	0.084836	0.073494	0.062519
 1792	 3584	 2816	0.114253	0.086110	0.079843	0.065315
 1792	 3584	 3072	0.107502	0.088248	0.084200	0.066342
 1792	 3584	 3328	0.114702	0.091299	0.082723	0.070248
 1792	 3584	 3584	0.111585	0.097230	0.088316	0.070791
 1792	 3584	 3840	0.122841	0.100464	0.090633	0.088252
 1792	 3584	 4096	0.128632	0.102015	0.093139	0.091054
 2048	 3584	  256	0.019198	0.014370	0.015248	0.019046
 2048	 3584	  512	0.024510	0.018174	0.018260	0.021327
 2048	 3584	  768	0.035069	0.031974	0.035580	0.023092
 2048	 3584	 1024	0.039072	0.032570	0.037310	0.023829
 2048	 3584	 1280	0.050869	0.045720	0.040138	0.034987
 2048	 3584	 1536	0.055319	0.047500	0.043001	0.040759
 2048	 3584	 1792	0.062291	0.049639	0.043711	0.044216
 2048	 3584	 2048	0.063238	0.052796	0.045677	0.046376
 2048	 3584	 2304	0.104010	0.085453	0.078634	0.061042
 2048	 3584	 2560	0.103546	0.086835	0.083494	0.066140
 2048	 3584	 2816	0.110077	0.089652	0.085511	0.067948
 2048	 3584	 3072	0.112756	0.093071	0.086617	0.069989
 2048	 3584	 3328	0.120942	0.100008	0.089784	0.088673
 2048	 3584	 3584	0.128940	0.102123	0.092424	0.090542
 2048	 3584	 3840	0.125690	0.105012	0.096393	0.098807
 2048	 3584	 4096	0.124026	0.107534	0.095049	0.101220
 2304	 3584	  256	0.024388	0.018455	0.015866	0.016798
 2304	 3584	  512	0.031452	0.028849	0.028446	0.021858
 2304	 3584	  768	0.037197	0.032733	0.037564	0.022892
 2304	 3584	 1024	0.048827	0.045399	0.040009	0.034820
 2304	 3584	 1280	0.053881	0.046806	0.041713	0.038339
 2304	 3584	 1536	0.061153	0.049879	0.043866	0.042881
 2304	 3584	 1792	0.064156	0.052600	0.046839	0.045689
 2304	 3584	 2048	0.103635	0.085540	0.078832	0.062525
 2304	 3584	 2304	0.107296	0.089261	0.087460	0.065544
 2304	 3584	 2560	0.112150	0.091972	0.086070	0.069892
 2304	 3584	 2816	0.122457	0.097567	0.088752	0.070460
 2304	 3584	 3072	0.124582	0.100702	0.089937	0.090623
 2304	 3584	 3328	0.128083	0.103506	0.094268	0.094119
 2304	 3584	 3584	0.131391	0.107653	0.097497	0.099383
 2304	 3584	 3840	0.170146	0.145722	0.129631	0.119133
 2304	 3584	 4096	0.180678	0.150641	0.135358	0.127672
 2560	 3584	  256	0.025997	0.018501	0.016309	0.017493
 2560	 3584	  512	0.031851	0.030336	0.027739	0.022323
 2560	 3584	  768	0.038300	0.034210	0.040584	0.026152
 2560	 3584	 1024	0.051772	0.045947	0.039862	0.035569
 2560	 3584	 1280	0.061881	0.048514	0.043844	0.041307
 2560	 3584	 1536	0.061860	0.050819	0.046689	0.045280
 2560	 3584	 1792	0.094244	0.084642	0.077184	0.059553
 2560	 3584	 2048	0.115435	0.087354	0.086678	0.066380
 2560	 3584	 2304	0.112033	0.091371	0.086143	0.068002
 2560	 3584	 2560	0.124083	0.099124	0.087292	0.086423
 2560	 3584	 2816	0.123268	0.101481	0.090924	0.091580
 2560	 3584	 3072	0.123098	0.103155	0.094507	0.097243
 2560	 3584	 3328	0.124685	0.106818	0.098051	0.102781
 2560	 3584	 3584	0.177202	0.147407	0.134011	0.125814
 2560	 3584	 3840	0.192363	0.150987	0.136268	0.131396
 2560	 3584	 4096	0.193617	0.155801	0.137329	0.133608
 2816	 3584	  256	0.025678	0.018479	0.017833	0.013060
 2816	 3584	  512	0.033356	0.030527	0.030643	0.024427
 2816	 3584	  768	0.039960	0.034658	0.038449	0.025613
 2816	 3584	 1024	0.052897	0.047056	0.041720	0.036987
 2816	 3584	 1280	0.061320	0.048884	0.045132	0.042853
